lon,lat,elev,obs_phase,pred_phase,pred_support_snow,pred_support_mix,pred_support_rain,obs_support_snow,obs_support_mix,obs_support_rain
-120.176445094416,39.3526158570604,1882.773681640625,rain,snow,0.8214659440416928,0.17274531673071725,0.005788739227589978,0.0,0.0,1.0
-120.939163327721,39.9454805514586,1056.2681884765625,rain,rain,0.16388416521539176,0.14256439334368656,0.6935514414409216,0.0,0.0,1.0
-120.258800188329,39.3474117861153,2073.827392578125,snow,snow,0.9281598809942302,0.0,0.07184011900576986,1.0,0.0,0.0
-120.328217866011,39.3145310646291,2170.5810546875,snow,snow,0.9354421361973655,0.0,0.0645578638026345,1.0,0.0,0.0
-120.7989355,38.9282695,866.0097045898438,rain,rain,0.2639385131171685,0.0,0.7360614868828316,0.0,0.0,1.0
-120.166533919908,39.1421106478903,1993.328857421875,snow,snow,0.9429704272362979,0.0,0.05702957276370216,1.0,0.0,0.0
-120.953150973995,39.2008451602188,741.2722778320312,rain,rain,0.09570662681874652,0.0,0.9042933731812535,0.0,0.0,1.0
-120.100534108428,39.1903227119294,1943.499267578125,snow,snow,0.9408176444060076,0.0,0.05918235559399241,1.0,0.0,0.0
-120.007683321601,39.5275008911748,1521.617431640625,rain,snow,0.8985674330559006,0.0,0.10143256694409944,0.0,0.0,1.0
-120.956049278234,39.1013626113061,747.3925170898438,rain,rain,0.08193007302579713,0.0,0.9180699269742028,0.0,0.0,1.0
-120.9819513,39.0433698,689.05712890625,rain,rain,0.08067076102759899,0.0,0.919329238972401,0.0,0.0,1.0
-120.203960992109,39.315535182326,1812.044677734375,rain,snow,0.9450085260468106,0.0,0.05499147395318941,0.0,0.0,1.0
-120.953150973995,39.2008451602188,741.2722778320312,rain,rain,0.017632226826610274,0.0,0.9823677731733896,0.0,0.0,1.0
-120.966648554067,39.2609215119286,928.4439086914062,rain,rain,0.018459877940048195,0.0,0.9815401220599518,0.0,0.0,1.0
-120.4685264,39.8056002,1484.389892578125,rain,rain,0.08748110890663816,0.0,0.9125188910933619,0.0,0.0,1.0
-120.0078247,38.9238522,1905.078125,snow,snow,0.5659409670853763,0.0,0.43405903291462367,1.0,0.0,0.0
-120.7826376,38.5112662,515.516845703125,rain,rain,0.15109461607892344,0.0,0.8489053839210765,0.0,0.0,1.0
-120.315841707245,39.8175333233017,1494.4031982421875,rain,rain,0.09362856837868372,0.0,0.9063714316213163,0.0,0.0,1.0
-120.686132280607,38.739482624012,892.43505859375,rain,rain,0.1968226007590732,0.0,0.8031773992409268,0.0,0.0,1.0
-120.166533919908,39.1421106478903,1993.328857421875,snow,rain,0.4271489938667985,0.0,0.5728510061332015,1.0,0.0,0.0
-120.2505905,39.3709521,2037.4736328125,snow,rain,0.08273623463850963,0.0,0.9172637653614905,1.0,0.0,0.0
-120.223048310176,39.325099811379,1887.5587158203125,mix,rain,0.4080679520234847,0.14589821292830707,0.44603383504820826,0.0,1.0,0.0
-120.968269463766,39.2851968374676,1025.0782470703125,rain,rain,0.003349052773333968,0.003200056875076051,0.99345089035159,0.0,0.0,1.0
-120.086659889307,38.9511256787865,1982.799560546875,mix,snow,0.9276015034490583,0.014430965310325118,0.05796753124061647,0.0,1.0,0.0
-120.181271276108,39.3340358819234,1818.37109375,rain,snow,0.5587006984439055,0.42774240397721425,0.013556897578880346,0.0,0.0,1.0
-119.9666781,39.251942,2016.028076171875,rain,rain,0.033619542993653787,0.03978378653386412,0.9265966704724821,0.0,0.0,1.0
-119.7752108,39.4472819,1370.5115966796875,rain,rain,0.001317440728530976,0.001397456789876432,0.9972851024815926,0.0,0.0,1.0
-120.321133691981,38.0115409645149,765.7699584960938,rain,rain,0.011183653890670652,0.0028192261934610312,0.9859971199158684,0.0,0.0,1.0
-120.2505905,39.3709521,2037.4736328125,snow,mix,0.23591101457115224,0.5222442074928284,0.24184477793601933,1.0,0.0,0.0
-120.0078247,38.9238522,1905.078125,snow,snow,0.7338145794678206,0.24060280804528594,0.025582612486893426,1.0,0.0,0.0
-120.269118617127,38.0564151322029,1192.9775390625,rain,rain,0.005341153320724392,0.0013370914979301432,0.9933217551813455,0.0,0.0,1.0
-119.929711976821,39.244145654122,2005.8486328125,rain,rain,0.02705151325832484,0.030887484115067074,0.9420610026266081,0.0,0.0,1.0
-119.769740326448,39.4393860734134,1379.3941650390625,rain,rain,0.0013008479396570108,0.0013827012524918704,0.9973164508078511,0.0,0.0,1.0
-120.315841707245,39.8175333233017,1494.4031982421875,rain,rain,0.3035407023410367,0.27555040173016465,0.4209088959287987,0.0,0.0,1.0
-120.221091246639,38.0473405837276,1300.3265380859375,rain,rain,0.006217509147868822,0.0015419833100116446,0.9922405075421196,0.0,0.0,1.0
-119.946997448289,38.9609180712718,1902.406005859375,snow,snow,0.8429946962175601,0.1174031593638829,0.03960214441855709,1.0,0.0,0.0
-120.966303329582,39.2610228266388,928.4439086914062,rain,rain,0.0033047661371336636,0.003169982093592852,0.9935252517692734,0.0,0.0,1.0
-120.162990262856,39.3581696564105,1793.0777587890625,mix,snow,0.8328372091052697,0.030887020832073838,0.13627577006265632,0.0,1.0,0.0
-120.175780035976,39.3532494757867,1832.049560546875,snow,mix,0.023458504742683354,0.7442837363286476,0.23225775892866907,1.0,0.0,0.0
-120.950842095299,39.093254177451,733.2221069335938,rain,rain,0.06495682438406328,0.09137456148152862,0.8436686141344081,0.0,0.0,1.0
-119.870872394751,38.9750829033402,2201.280517578125,snow,snow,0.8432582571968433,0.08795268513019097,0.06878905767296577,1.0,0.0,0.0
-119.996488120674,38.8704945360444,1950.8565673828125,snow,snow,0.8183071452039211,0.15164086136706117,0.03005199342901778,1.0,0.0,0.0
-119.9295744,39.2442578,2005.8486328125,snow,mix,0.3024147881958805,0.6975852118041195,0.0,1.0,0.0,0.0
-120.0137111,38.9138107,1933.13525390625,snow,snow,0.9940151085362191,0.002229654232361035,0.0037552372314198948,1.0,0.0,0.0
-119.951112808979,39.5309560869255,1587.759521484375,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.9666781,39.251942,2016.028076171875,mix,snow,0.9993421053692693,0.0006578946307307188,0.0,0.0,1.0,0.0
-120.1719136,39.3636405,1818.9453125,snow,snow,0.693897038364047,0.306102961635953,0.0,1.0,0.0,0.0
-119.955582504532,38.9097305532933,1956.0849609375,snow,snow,0.9599918864056695,0.01515540168628838,0.024852711908042162,1.0,0.0,0.0
-120.950842095299,39.093254177451,733.2221069335938,snow,snow,0.6742474611042691,0.32575253889573086,0.0,1.0,0.0,0.0
-119.961503879449,39.251877466137,2003.246337890625,mix,mix,0.49465609499087476,0.5053439050091252,0.0,0.0,1.0,0.0
-120.0977012,39.2027118,1929.392578125,mix,mix,0.47659869060958243,0.5234013093904176,0.0,0.0,1.0,0.0
-120.18641041577,39.3275551236639,1810.587158203125,snow,snow,0.7154804645047489,0.28451953549525116,0.0,1.0,0.0,0.0
-120.078585351852,39.3456862370223,1854.2523193359375,mix,snow,0.9498025701278782,0.05019742987212183,0.0,0.0,1.0,0.0
-119.954151234358,39.5225057009277,1522.3409423828125,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.749527031127,38.9503541740089,1446.9903564453125,mix,rain,0.000255408390799153,0.0,0.9997445916092008,0.0,1.0,0.0
-119.687790770757,38.9156966286345,1515.9644775390625,rain,rain,0.05529691360046953,0.17504441395229514,0.7696586724472354,0.0,0.0,1.0
-119.837463702929,39.5273302808723,1390.502197265625,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.950280142675,39.5247833241549,1538.666748046875,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-120.0078247,38.9238522,1905.078125,snow,snow,0.9938541837644749,0.00230349813693607,0.0038423180985890995,1.0,0.0,0.0
-119.996488120674,38.8704945360444,1950.8565673828125,snow,snow,0.9869010232042537,0.004783729419882509,0.008315247375863845,1.0,0.0,0.0
-120.109116818605,39.3452944185921,1855.036376953125,mix,snow,0.7974889695122714,0.20251103048772862,0.0,0.0,1.0,0.0
-120.103916536792,39.3597884348366,1783.9434814453125,snow,mix,0.3568484185181686,0.6431515814818314,0.0,1.0,0.0,0.0
-120.392268884271,39.3252073456059,2016.658203125,snow,snow,0.6918825743220909,0.3081174256779091,0.0,1.0,0.0,0.0
-119.979321055226,38.9445593503202,1898.4395751953125,snow,snow,0.9702910810998546,0.011348495231106754,0.018360423669038665,1.0,0.0,0.0
-120.083522677622,39.3495213308219,1844.1141357421875,snow,mix,0.0803053108648723,0.9196946891351278,0.0,1.0,0.0,0.0
-120.016546931278,38.8630271535991,1920.9759521484375,snow,snow,0.987711673624505,0.004451253687569304,0.007837072687925701,1.0,0.0,0.0
-119.6839149,38.8835019,1527.037353515625,rain,rain,0.06471093131932007,0.10609654232665772,0.8291925263540221,0.0,0.0,1.0
-119.870717463472,39.5248586374033,1486.023193359375,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.871593983195,39.5313534012627,1503.12060546875,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.711714135594,39.6364544844624,1367.823486328125,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.9667966,39.2519897,2016.028076171875,snow,mix,1.3057121738256991e-05,0.9999869428782618,0.0,1.0,0.0,0.0
-119.759881082032,39.4444981791505,1369.423095703125,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.749852108002,38.949006674333,1446.9903564453125,rain,mix,0.00025673276056617197,0.9989310769034946,0.0008121903359393078,0.0,0.0,1.0
-120.315841707245,39.8175333233017,1494.4031982421875,mix,snow,0.6988587918803283,0.0,0.30114120811967177,0.0,1.0,0.0
-119.762567,39.4471184,1369.423095703125,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-119.776093,39.4469652,1370.5115966796875,rain,rain,0.0,0.0,1.0,0.0,0.0,1.0
-120.221095401259,38.0473398439392,1300.3265380859375,rain,snow,0.7799831749466095,0.0,0.22001682505339046,0.0,0.0,1.0
-120.4685264,39.8056002,1484.389892578125,snow,mix,0.15578327428991068,0.7173084283074846,0.1269082974026047,1.0,0.0,0.0
-119.946913188435,38.9609261881923,1902.406005859375,mix,snow,0.9999999407716301,0.0,5.922836987161109e-08,0.0,1.0,0.0
-120.109116818605,39.3452944185921,1855.036376953125,snow,snow,0.7256283728735613,0.27437162712643864,0.0,1.0,0.0,0.0
-120.155681862192,39.3475580310583,1797.789306640625,snow,snow,0.9763549702164916,0.023645029783508385,0.0,1.0,0.0,0.0
-120.1798919,39.3379664,1818.37109375,snow,snow,0.9767417321615669,0.02325826783843308,0.0,1.0,0.0,0.0
-120.035093506562,39.3723201877694,1746.3760986328125,mix,snow,0.5133466476200941,0.48665335237990603,0.0,0.0,1.0,0.0
