lon,lat,elev,obs_phase,pred_phase,pred_support_snow,pred_support_mix,pred_support_rain,obs_support_snow,obs_support_mix,obs_support_rain
-119.697212503052,39.5547804283614,1362.3389892578125,mix,snow,0.6686978168272445,0.33130218317275556,0.0,0.0,1.0,0.0
-119.810502188305,39.5242442831951,1370.511474609375,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.7442534,39.5600119,1356.5489501953125,snow,snow,0.6806049171909005,0.3193950828090994,0.0,1.0,0.0,0.0
-119.749519196912,38.9503563406948,1446.9903564453125,mix,snow,0.9436056480249433,0.05639435197505681,0.0,0.0,1.0,0.0
-119.8082684,39.5095267,1367.3824462890625,snow,snow,0.9523819097918679,0.047618090208132006,0.0,1.0,0.0,0.0
-119.9667602,39.2518737,2016.028076171875,snow,snow,0.5201941403835755,0.4798058596164245,0.0,1.0,0.0,0.0
-119.7672275,39.1815018,1440.6163330078125,snow,mix,0.0009821860363142256,0.9990178139636857,0.0,1.0,0.0,0.0
-119.925298589811,39.847203954093,1491.7423095703125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.949745456891,39.5133350234581,1488.4718017578125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.840050195355,39.5355533633304,1417.9295654296875,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.4689285,39.8056067,1484.389892578125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.743537834767,39.5859490828269,1414.6666259765625,snow,snow,0.7843163221151548,0.21568367788484527,0.0,1.0,0.0,0.0
-119.708141721869,39.5479046839567,1345.26025390625,snow,mix,0.01721801018156317,0.9827819898184369,0.0,1.0,0.0,0.0
-119.838112075926,39.5026913644829,1414.5765380859375,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.829259458114,39.5113383430396,1390.4053955078125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.697288676569,39.5791673461091,1438.1224365234375,snow,snow,0.5116845391103124,0.4883154608896876,0.0,1.0,0.0,0.0
-119.9657308,39.6869349,1549.4569091796875,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.750207263328,39.1853920205186,1433.7567138671875,snow,mix,0.49302613272742335,0.5069738672725767,0.0,1.0,0.0,0.0
-119.929361666615,39.5228363246994,1500.779541015625,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.644330732785,38.7166571105389,951.689697265625,rain,rain,0.01632503819707018,0.0030454773680791474,0.9806294844348508,0.0,0.0,1.0
-119.8692591,39.6024096,1591.5308837890625,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.689644705766,38.6953628867522,809.8617553710938,rain,rain,0.014264329198118913,0.0027163659818200923,0.9830193048200611,0.0,0.0,1.0
-119.8486218,39.5977777,1597.0430908203125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.10047851498,39.3563041720881,1798.48291015625,snow,snow,0.9999987582223827,1.2417776173724007e-06,0.0,1.0,0.0,0.0
-119.5824004,39.2715188,1333.44287109375,rain,snow,0.6576728283681785,0.3423271716318214,0.0,0.0,0.0,1.0
-119.9667602,39.2518737,2016.028076171875,snow,snow,0.9999997341138867,2.6588611331313796e-07,0.0,1.0,0.0,0.0
-119.8693182,39.6023995,1591.5308837890625,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.925298589811,39.847203954093,1491.7423095703125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.964718093893,39.5243617836277,1480.8189697265625,snow,snow,0.895248691429633,0.10475130857036702,0.0,1.0,0.0,0.0
-120.39974212,38.03332519,655.9208984375,rain,rain,0.00463073541410558,0.035535892874293554,0.9598333717116009,0.0,0.0,1.0
-119.8489973,39.623467,1531.5301513671875,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.360571358614,38.2305325920278,1117.480224609375,mix,rain,0.06298862480988872,0.01569320506281327,0.9213181701272979,0.0,1.0,0.0
-120.352436586253,38.036000535286,984.2950439453125,rain,rain,0.004516887735758917,0.03546896258482801,0.9600141496794131,0.0,0.0,1.0
-119.83196,39.6154456,1555.482177734375,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.221092273221,38.0473350780543,1300.3265380859375,rain,rain,0.022588759361485973,0.13654682234858487,0.8408644182899292,0.0,0.0,1.0
-119.870845,39.6474178,1522.3125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.979319153839,38.9445756209451,1898.4395751953125,snow,snow,0.971190529821968,0.028809470178032023,0.0,1.0,0.0,0.0
-119.7843889,39.504418,1347.0509033203125,mix,snow,0.8430925665447981,0.15690743345520192,0.0,0.0,1.0,0.0
-119.8610055,39.6205586,1548.5440673828125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.7826533,38.511257,515.516845703125,rain,rain,0.2625611135743972,0.3165050985567766,0.4209337878688262,0.0,0.0,1.0
-119.9668941,39.2519814,2016.028076171875,snow,snow,0.9999997340351516,2.659648484416463e-07,0.0,1.0,0.0,0.0
-119.997440135243,38.8523268965432,1980.7945556640625,snow,snow,0.8702543078852453,0.12974569211475473,0.0,1.0,0.0,0.0
-119.947013752573,38.9609268001652,1902.406005859375,snow,snow,0.9639904283356469,0.03600957166435311,0.0,1.0,0.0,0.0
-119.687775991759,38.9157338576364,1515.9644775390625,mix,mix,0.0015177929140688592,0.998329358369569,0.00015284871636204726,0.0,1.0,0.0
-119.8644301,39.6412057,1511.9696044921875,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.100268938535,39.3565793114188,1798.48291015625,snow,snow,0.9999987557831742,1.2442168258707266e-06,0.0,1.0,0.0,0.0
-119.810228179279,39.5241175113791,1370.511474609375,snow,mix,0.3229983518909689,0.6770016481090312,0.0,1.0,0.0,0.0
-119.9762565,39.6756042,1534.9154052734375,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.765895139879,39.4078395663604,1410.70751953125,snow,mix,0.4340546466877761,0.4997810289130795,0.06616432439914435,1.0,0.0,0.0
-119.743535767298,39.5859487850055,1414.6666259765625,snow,snow,0.6499614917928245,0.35003850820717547,0.0,1.0,0.0,0.0
-119.682332739101,38.9170866664652,1535.7108154296875,mix,mix,0.0014756743620744923,0.9983695794958016,0.00015474614212392535,0.0,1.0,0.0
-119.7441919,39.5599827,1356.5489501953125,snow,mix,0.4653557840486944,0.5346442159513056,0.0,1.0,0.0,0.0
-119.704286414654,39.5553531181083,1345.26025390625,mix,mix,0.1682697183129569,0.8317302816870431,0.0,0.0,1.0,0.0
-119.70939413121,39.5456595888498,1341.52783203125,mix,mix,0.16470090164565546,0.8352990983543446,0.0,0.0,1.0,0.0
-119.968332736666,39.6941734801904,1549.4569091796875,snow,snow,0.9088247709461721,0.09117522905382788,0.0,1.0,0.0,0.0
-119.8644387,39.6412092,1511.9696044921875,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-120.1363513,39.4437094,1763.386474609375,snow,snow,0.6541320403394129,0.34586795966058714,0.0,1.0,0.0,0.0
-119.8485642,39.5977134,1597.0430908203125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.7442205,39.560015,1356.5489501953125,snow,snow,0.9903639590801449,0.009636040919855142,0.0,1.0,0.0,0.0
-119.7675646,39.1789068,1440.6163330078125,snow,snow,0.7945196021019219,0.10300718664655656,0.10247321125152153,1.0,0.0,0.0
-119.811116010061,39.3210296166123,1542.5299072265625,snow,snow,0.9302502445865127,0.06974975541348732,0.0,1.0,0.0,0.0
-119.9668941,39.2519814,2016.028076171875,snow,snow,0.9998974773534635,0.00010252264653653447,0.0,1.0,0.0,0.0
-119.825746775945,39.5148892352923,1390.4053955078125,snow,snow,0.9237832211835271,0.07621677881647293,0.0,1.0,0.0,0.0
-119.70939413121,39.5456595888498,1341.52783203125,snow,snow,0.9981247684705697,0.0018752315294302557,0.0,1.0,0.0,0.0
-119.7054603,39.6659566,1382.35986328125,snow,snow,1.0,0.0,0.0,1.0,0.0,0.0
-119.704395597575,39.5552310602525,1345.26025390625,snow,snow,0.9982018746695572,0.0017981253304428717,0.0,1.0,0.0,0.0
-120.230591,37.838804,893.9960327148438,rain,mix,0.004730266293548896,0.9939776274741248,0.0012921062323264384,0.0,0.0,1.0
-119.762666000229,38.9525211927186,1441.0599365234375,rain,mix,0.00013881186806226527,0.9998611881319377,0.0,0.0,0.0,1.0
-120.315854463897,39.8175342404781,1494.4031982421875,snow,snow,0.9187511864360154,0.08124881356398467,0.0,1.0,0.0,0.0
-120.2747601,37.8155969,754.4419555664062,mix,rain,0.0045265169896315195,0.0012214734314662324,0.9942520095789021,0.0,1.0,0.0
-119.870864012945,38.9750818008433,2201.280517578125,snow,mix,0.20051161789943875,0.40317900356456166,0.3963093785359997,1.0,0.0,0.0
-119.8693182,39.6023995,1591.5308837890625,snow,snow,0.9869424096523401,0.013057590347659891,0.0,1.0,0.0,0.0
-119.9642815,39.2513497,2016.028076171875,snow,snow,0.9998974988195596,0.00010250118044036267,0.0,1.0,0.0,0.0
-120.409308429212,39.6629934530894,1500.3787841796875,snow,snow,0.9026315784981886,0.0973684215018113,0.0,1.0,0.0,0.0
-119.9937929,39.5181023,1494.7957763671875,mix,snow,1.0,0.0,0.0,0.0,1.0,0.0
-119.763558784006,38.9530982509279,1441.0599365234375,mix,rain,0.0001406900985858847,0.0,0.9998593099014141,0.0,1.0,0.0
-119.9762565,39.6756042,1534.9154052734375,mix,snow,0.9381965397774029,0.0,0.06180346022259707,0.0,1.0,0.0
-119.7384914,39.4238796,1366.5106201171875,rain,snow,0.6278261589715929,0.0964271619185801,0.2757466791098271,0.0,0.0,1.0
-119.9619537,39.2539245,2003.246337890625,snow,snow,0.9986556039861583,0.0,0.0013443960138417622,1.0,0.0,0.0
-120.497736703665,38.504570067293,1265.690673828125,rain,snow,0.7190564806704508,0.0,0.2809435193295493,0.0,0.0,1.0
-119.7372956,39.1749857,1412.3084716796875,rain,rain,0.08619715999750978,0.0,0.9138028400024901,0.0,0.0,1.0
-119.9184951,39.6282357,1576.6732177734375,snow,mix,0.09865181423362222,0.8153220159707582,0.0860261697956197,1.0,0.0,0.0
-119.979337103248,38.9446251468085,1898.4395751953125,snow,snow,0.5741277628201936,0.0,0.42587223717980643,1.0,0.0,0.0
-119.7653221,39.1499376,1420.0274658203125,rain,rain,0.09399122031923123,0.0,0.9060087796807689,0.0,0.0,1.0
-120.152423068116,39.1499302482635,1968.499267578125,snow,snow,0.801956381763573,0.0,0.19804361823642702,1.0,0.0,0.0
-119.9668387,39.2519351,2016.028076171875,snow,snow,0.9986914968900682,0.0,0.001308503109931844,1.0,0.0,0.0
-120.100263471319,39.3565711369154,1798.48291015625,snow,snow,0.7618388206128202,0.05514696442450605,0.18301421496267378,1.0,0.0,0.0
-119.7658937,39.1502481,1420.0274658203125,rain,rain,0.09194419048809364,0.0,0.9080558095119065,0.0,0.0,1.0
-119.9668065,39.2519439,2016.028076171875,snow,rain,0.47859010477329145,0.0,0.5214098952267087,1.0,0.0,0.0
-119.7774861,39.1074175,1485.1868896484375,rain,rain,0.09222491030195959,0.0,0.9077750896980404,0.0,0.0,1.0
-119.742290193938,38.9448664143512,1446.9903564453125,rain,rain,0.4500667672278964,0.0,0.5499332327721037,0.0,0.0,1.0
-119.947013752573,38.9609268001652,1902.406005859375,snow,rain,0.17470927030435146,0.0,0.8252907296956484,1.0,0.0,0.0
-120.4442245,39.6648809,1517.802490234375,rain,snow,0.6926187550133387,0.0,0.30738124498666136,0.0,0.0,1.0
-120.100266324082,39.3565800810988,1798.48291015625,snow,snow,0.6564741677749715,0.0,0.3435258322250286,1.0,0.0,0.0
-119.870864012945,38.9750818008433,2201.280517578125,snow,snow,0.911853513059008,0.08814648694099209,0.0,1.0,0.0,0.0
-120.2505537,39.3711687,2037.4736328125,snow,snow,0.8928340887313936,0.0,0.10716591126860645,1.0,0.0,0.0
-119.934010522148,39.2783563883523,2513.06689453125,snow,snow,0.9610547583428124,0.03894524165718765,0.0,1.0,0.0,0.0
-119.898700030243,39.3200002676421,2655.501708984375,snow,snow,0.9761749079618929,0.02382509203810712,0.0,1.0,0.0,0.0
-119.876142094018,39.3265519239729,2412.533935546875,snow,snow,0.9533642885280923,0.025294673379887857,0.021341038092019853,1.0,0.0,0.0
-119.811115338507,39.3210297872714,1542.5299072265625,snow,snow,0.6160999607940432,0.269359991210233,0.11454004799572383,1.0,0.0,0.0
-119.7891857,39.4747538,1367.4193115234375,rain,rain,0.15195798670229435,0.0,0.8480420132977057,0.0,0.0,1.0
-119.848910689527,39.3384406994725,1978.5189208984375,snow,snow,0.967327981859683,0.011066792702594311,0.021605225437722662,1.0,0.0,0.0
-119.848590012528,39.3462418047243,1923.783935546875,snow,snow,0.964108069037757,0.009710728103728188,0.0261812028585148,1.0,0.0,0.0
-119.966801,39.2519857,2016.028076171875,snow,snow,0.959128496255738,0.040871503744261996,0.0,1.0,0.0,0.0
-119.842802884585,39.3735776131169,1874.2142333984375,snow,snow,0.5960265656439563,0.0,0.4039734343560437,1.0,0.0,0.0
-119.799200756446,39.3912542586046,1631.6832275390625,rain,rain,0.04471650558071319,0.0,0.9552834944192868,0.0,0.0,1.0
-119.687782169412,38.9157146957731,1515.9644775390625,snow,snow,0.9174933368643937,0.08250666313560637,0.0,1.0,0.0,0.0
-120.439515829408,39.6470224880966,1521.9703369140625,rain,snow,0.8971308610201925,0.0,0.10286913897980748,0.0,0.0,1.0
-119.7825176,39.2958982,1543.263916015625,mix,snow,0.8861696772428349,0.0,0.1138303227571651,0.0,1.0,0.0
-119.791189155781,39.3941295229842,1590.159912109375,rain,rain,0.02851349804541297,0.0,0.9714865019545871,0.0,0.0,1.0
-119.790892812052,39.4042195346232,1559.9521484375,rain,rain,0.012833795833881737,0.0,0.9871662041661182,0.0,0.0,1.0
-119.79028092887,39.4096066570515,1525.7186279296875,rain,rain,0.009592725263208236,0.0,0.9904072747367918,0.0,0.0,1.0
-119.787846625608,39.415746885565,1525.7186279296875,rain,rain,0.014615084736561194,0.0,0.9853849152634389,0.0,0.0,1.0
-119.7778143,39.1092761,1479.2899169921875,rain,snow,0.9854435105475969,0.0,0.014556489452403124,0.0,0.0,1.0
-120.3794669,39.3248618,2135.20361328125,snow,snow,0.7978003997473131,0.0,0.2021996002526868,1.0,0.0,0.0
-120.352400258535,38.0360062075709,984.2950439453125,rain,snow,0.7480960897725775,0.0,0.2519039102274226,0.0,0.0,1.0
-119.806569959098,39.4116841576182,1603.588623046875,snow,snow,0.8924305583709832,0.0,0.10756944162901681,1.0,0.0,0.0
-119.651262685779,39.3841694956955,1866.9971923828125,snow,snow,0.8694070306290415,0.0,0.1305929693709585,1.0,0.0,0.0
-119.966801,39.2519857,2016.028076171875,snow,snow,0.6568849948455241,0.0,0.3431150051544759,1.0,0.0,0.0
-120.959155575492,39.2596063986408,1005.3335571289062,rain,rain,0.0003354241122554044,0.0,0.9996645758877446,0.0,0.0,1.0
-120.9819497,39.0433751,689.05712890625,rain,rain,0.04241284785975272,0.0,0.9575871521402473,0.0,0.0,1.0
-120.900383141476,39.1503591616474,859.9096069335938,rain,rain,0.029563554914130152,0.0,0.9704364450858698,0.0,0.0,1.0
-120.16298535009,39.3581336278203,1793.0777587890625,snow,snow,0.9703572029334803,0.029642797066519743,0.0,1.0,0.0,0.0
-119.859257,39.637811,1514.82080078125,mix,snow,0.9994952810252135,0.0003342749637411622,0.0001704440110453269,0.0,1.0,0.0
-119.8603762,39.6389529,1506.0162353515625,snow,mix,0.0031914260142739846,0.9966419450369616,0.00016662894876444902,1.0,0.0,0.0
-119.731562260478,39.5848779529423,1366.9332275390625,rain,snow,0.6433037711024211,0.35669622889757896,0.0,0.0,0.0,1.0
-119.925298589811,39.847203954093,1491.7423095703125,rain,snow,0.6268097357564533,0.2800921989658511,0.0930980652776957,0.0,0.0,1.0
-119.9939667,39.518183,1494.7957763671875,snow,snow,0.969782371762777,0.030217628237223012,0.0,1.0,0.0,0.0
-119.950295999653,39.5247941584841,1538.666748046875,snow,snow,0.983779564054393,0.016220435945606924,0.0,1.0,0.0,0.0
-119.964813712972,39.5243801877278,1480.8189697265625,snow,snow,0.9871567912372087,0.012843208762791375,0.0,1.0,0.0,0.0
-119.8693245,39.6024106,1591.5308837890625,snow,snow,0.811307155393179,0.188692844606821,0.0,1.0,0.0,0.0
-120.4689438,39.8055798,1484.389892578125,snow,snow,0.8785060369335789,0.0,0.12149396306642113,1.0,0.0,0.0
-120.966853309827,39.2608179300955,928.4439086914062,rain,rain,0.00032729945761182584,0.0,0.9996727005423882,0.0,0.0,1.0
-120.2505176,39.371201,2037.4736328125,snow,snow,0.9751961363776042,0.02480386362239591,0.0,1.0,0.0,0.0
-119.8486411,39.5978017,1597.0430908203125,snow,snow,0.7739153273073247,0.20614883899005493,0.01993583370262041,1.0,0.0,0.0
-120.315852651576,39.8175334525466,1494.4031982421875,snow,snow,0.8553778184007784,0.053355725046544386,0.09126645655267723,1.0,0.0,0.0
-119.8707863,39.5248938,1486.023193359375,snow,snow,0.9244340698095606,0.07556593019043951,0.0,1.0,0.0,0.0
-119.828665627542,39.5612927072706,1477.43408203125,mix,snow,0.8615682832725389,0.06813159137504002,0.07030012535242113,0.0,1.0,0.0
-120.967625364665,39.2857076037176,1025.0782470703125,rain,rain,0.002641502778069372,0.0,0.9973584972219307,0.0,0.0,1.0
-120.830149060733,39.5590155345455,937.015625,rain,rain,0.278074252811675,0.0,0.721925747188325,0.0,0.0,1.0
-119.8884515,39.5273927,1489.2386474609375,snow,snow,0.9434127057324446,0.05658729426755542,0.0,1.0,0.0,0.0
-119.838076177812,39.5027227277416,1414.5765380859375,rain,rain,0.15161066672948914,0.16317572398658295,0.6852136092839279,0.0,0.0,1.0
-120.103909580721,39.3597824074033,1783.9434814453125,snow,snow,0.7970265827023861,0.11175247826219703,0.09122093903541682,1.0,0.0,0.0
-119.8706236,39.6040284,1603.2662353515625,snow,snow,0.8579596376406808,0.0910809671874349,0.050959395171884206,1.0,0.0,0.0
-120.425399,39.6471113,1499.6859130859375,mix,snow,0.7387036492152347,0.26129635078476526,0.0,0.0,1.0,0.0
-119.709425078296,39.5456438460501,1341.52783203125,rain,rain,0.2836380709309207,0.20989871370184726,0.506463215367232,0.0,0.0,1.0
-119.87935751628,39.5445257363552,1542.7464599609375,snow,snow,0.5821816502848303,0.2503723901513738,0.16744595956379588,1.0,0.0,0.0
-119.8704273,39.5250509,1486.023193359375,mix,snow,0.717247781222209,0.0416544553255543,0.24109776345223674,0.0,1.0,0.0
-119.825639512411,39.5150407811359,1390.4053955078125,rain,rain,0.16373117282594146,0.1603942943293766,0.675874532844682,0.0,0.0,1.0
-119.927922287466,39.5207683833445,1500.779541015625,rain,rain,2.8574747095214587e-06,8.733464598298121e-06,0.9999884090606922,0.0,0.0,1.0
-120.942840446227,39.9446249135849,1056.2681884765625,mix,snow,0.5848582392830293,0.3574405704288337,0.05770119028813705,0.0,1.0,0.0
-119.961525224956,39.2518651477892,2003.246337890625,snow,snow,0.9976443974110571,0.0018226235153695055,0.0005329790735733698,1.0,0.0,0.0
-119.799430931406,39.5708937895158,1488.3441162109375,mix,snow,0.9979694599387027,0.00047256690128432436,0.0015579731600129283,0.0,1.0,0.0
-119.800439065863,39.5722437903129,1488.3441162109375,snow,mix,0.002320124483441704,0.9961691398418835,0.0015107356746748854,1.0,0.0,0.0
-120.177046173834,39.3403676077601,1818.37109375,snow,snow,0.854210430225866,0.07987941662361303,0.06591015315052105,1.0,0.0,0.0
-119.759903858854,39.4445003363269,1369.423095703125,rain,rain,0.0,0.008437422179385928,0.9915625778206141,0.0,0.0,1.0
-120.315852651576,39.8175334525466,1494.4031982421875,snow,snow,0.5688490802847458,0.37230423164356685,0.05884668807168727,1.0,0.0,0.0
-119.796603403594,39.4190222543465,1507.8775634765625,mix,rain,0.02240114414736071,0.05265366563384877,0.9249451902187905,0.0,1.0,0.0
-120.0080721,38.9237122,1905.078125,snow,snow,0.9875290735946588,0.006635696695650008,0.005835229709691211,1.0,0.0,0.0
-119.9937975,39.5181213,1494.7957763671875,mix,mix,0.149606501485466,0.4538287327536019,0.3965647657609322,0.0,1.0,0.0
-119.7825413,39.295842,1543.263916015625,mix,rain,0.195271373354319,0.31397654860727053,0.4907520780384105,0.0,1.0,0.0
-120.4417042,39.6573912,1516.3331298828125,snow,mix,0.007083635321494707,0.9929163646785053,0.0,1.0,0.0,0.0
-120.142569,39.1760903,1991.058837890625,snow,snow,0.9330969950415035,0.0669030049584966,0.0,1.0,0.0,0.0
-120.4689349,39.8056046,1484.389892578125,snow,snow,0.5154596876243616,0.4594122187641366,0.02512809361150177,1.0,0.0,0.0
-119.762563,39.4471218,1369.423095703125,rain,rain,0.0,0.008504995194063962,0.991495004805936,0.0,0.0,1.0
-119.97774874704,38.9045840343247,1942.3338623046875,snow,snow,0.9902744306290581,0.005144904571518556,0.004580664799423399,1.0,0.0,0.0
-120.7826191,38.5111977,515.516845703125,rain,rain,0.32062916710807104,0.0,0.6793708328919289,0.0,0.0,1.0
-119.9666955,39.2520856,2016.028076171875,snow,snow,0.9977456984318959,0.0017441151328580213,0.0005101864352461385,1.0,0.0,0.0
-119.927970053453,39.520740070138,1500.779541015625,rain,rain,2.8507667039713485e-06,8.75540186769658e-06,0.9999883938314283,0.0,0.0,1.0
-119.75370813677,39.4301325687258,1367.1973876953125,rain,rain,0.0,0.10667196451632387,0.8933280354836761,0.0,0.0,1.0
-119.996500727781,38.8704821284944,1950.8565673828125,snow,snow,0.9868727539518833,0.006901652131288409,0.006225593916828284,1.0,0.0,0.0
-119.950295999653,39.5247941584841,1538.666748046875,mix,rain,0.08151639612751735,0.13325603653225593,0.7852275673402268,0.0,1.0,0.0
-120.9688072,38.6639165,416.0556945800781,rain,rain,0.300089918381158,0.0,0.699910081618842,0.0,0.0,1.0
-119.885070189313,39.5321764047945,1516.285888671875,snow,snow,0.41547171544961536,0.4117068347952033,0.17282144975518138,1.0,0.0,0.0
-119.7522427,39.1905187,1433.7567138671875,rain,mix,0.05366635127467482,0.9247247803661612,0.021608868359163903,0.0,0.0,1.0
-120.452678231635,39.6642754460125,1538.229736328125,mix,snow,0.8608781479550729,0.1391218520449272,0.0,0.0,1.0,0.0
-119.870864012945,38.9750818008433,2201.280517578125,snow,snow,0.8608017631500056,0.07427318087965003,0.06492505597034444,1.0,0.0,0.0
-119.786856000402,39.1841524499041,1460.2523193359375,mix,rain,0.06759506136758345,0.06386016431152075,0.8685447743208958,0.0,1.0,0.0
-119.8486673,39.5978211,1597.0430908203125,snow,snow,0.8203857789506587,0.1292186267118676,0.050395594337473704,1.0,0.0,0.0
-119.925298589811,39.847203954093,1491.7423095703125,rain,snow,0.779468184826067,0.2205318151739331,0.0,0.0,0.0,1.0
-120.2449624,39.6784497,1505.601806640625,mix,rain,0.0,0.14031401410196614,0.8596859858980339,0.0,1.0,0.0
-119.7963441,39.41908685,1507.8775634765625,rain,mix,0.035871873482530986,0.8931363254841971,0.07099180103327193,0.0,0.0,1.0
-119.980808434012,38.9396339231502,1908.990234375,snow,snow,0.9828462762365291,0.0,0.017153723763470942,1.0,0.0,0.0
-120.0080721,38.9237122,1905.078125,snow,snow,0.9849415232445169,0.0,0.015058476755483146,1.0,0.0,0.0
-119.885056637431,39.5322077350457,1516.285888671875,mix,rain,0.0,0.06072573543530826,0.9392742645646918,0.0,1.0,0.0
-119.790392216667,39.4086268166667,1525.7186279296875,mix,mix,0.012189960365184058,0.8742277629671333,0.11358227666768256,0.0,1.0,0.0
-119.790908783333,39.40477525,1559.9521484375,mix,mix,0.014872240040047233,0.9117458787646998,0.07338188119525292,0.0,1.0,0.0
-119.790736513761,39.3920241070567,1590.159912109375,mix,mix,0.06460219588570595,0.8557156657756715,0.07968213833862244,0.0,1.0,0.0
-120.71125127682,38.7307029432951,794.8796997070312,rain,mix,0.1997536972574332,0.8002463027425668,0.0,0.0,0.0,1.0
-119.801548933333,39.3904700333333,1631.6832275390625,mix,mix,0.12462070316541027,0.8002576284075561,0.07512166842703363,0.0,1.0,0.0
-119.81098435,39.3867904166667,1676.422119140625,mix,snow,0.6040615744279823,0.3542913759425246,0.04164704962949315,0.0,1.0,0.0
-119.816507116667,39.3845907666667,1719.46435546875,snow,mix,0.03456409680322041,0.9173417084374107,0.048094194759369,1.0,0.0,0.0
-120.4280212,39.6554706,1506.6434326171875,rain,mix,0.04267489022757129,0.6984924208854504,0.2588326888869784,0.0,0.0,1.0
-119.842308466667,39.3741062833333,1771.3431396484375,snow,mix,0.35784768436307723,0.5171155614870343,0.12503675414988855,1.0,0.0,0.0
-119.7616313,39.1562255,1420.0274658203125,rain,mix,0.3135279496601284,0.6717620502377144,0.014710000102157188,0.0,0.0,1.0
-119.847579683333,39.33926,1978.5189208984375,snow,snow,0.674515459294833,0.25362611788430556,0.07185842282086145,1.0,0.0,0.0
-119.7825413,39.295842,1543.263916015625,snow,snow,0.7545997639124259,0.18646267443745856,0.058937561650115655,1.0,0.0,0.0
-119.762563,39.4471218,1369.423095703125,rain,mix,0.0,0.5914943989300234,0.4085056010699767,0.0,0.0,1.0
-119.811103610889,39.3210298533973,1542.5299072265625,snow,snow,0.7357688475651918,0.2642311524348083,0.0,1.0,0.0,0.0
-119.750207263328,39.1853920205186,1433.7567138671875,mix,rain,0.3812536522597885,0.0,0.6187463477402114,0.0,1.0,0.0
-120.5653712,38.7557384,1205.3624267578125,mix,rain,0.2526999919269863,0.0,0.7473000080730138,0.0,1.0,0.0
-119.927934026057,39.5208164804386,1500.779541015625,rain,rain,0.0,0.20936413400745185,0.7906358659925482,0.0,0.0,1.0
-119.950295999653,39.5247941584841,1538.666748046875,rain,rain,0.0,0.11998384455668475,0.8800161554433154,0.0,0.0,1.0
-119.807467218296,39.1962245497365,1641.729248046875,snow,mix,0.2848039909341591,0.4121691324472162,0.30302687661862476,1.0,0.0,0.0
-119.8693237,39.6024084,1591.5308837890625,rain,rain,0.0,0.45080275236770984,0.5491972476322902,0.0,0.0,1.0
-119.9407104,38.9742592,1918.892578125,snow,snow,0.9852170621827483,0.0,0.01478293781725176,1.0,0.0,0.0
-119.939665,38.9912896,2001.6427001953125,snow,snow,0.9840216678662588,0.0,0.015978332133741245,1.0,0.0,0.0
-119.996500723562,38.8704819619694,1950.8565673828125,snow,snow,0.991606505739792,0.0,0.008393494260207964,1.0,0.0,0.0
-119.740440586679,39.3879700512165,1417.261474609375,rain,mix,0.08291966541527197,0.7333493812575688,0.18373095332715927,0.0,0.0,1.0
-119.9666955,39.2520856,2016.028076171875,snow,snow,0.8242571353515644,0.17574286464843564,0.0,1.0,0.0,0.0
-119.823614342802,39.4029963134756,1699.9962158203125,rain,mix,1.5392069629547622e-05,0.9999770643927854,7.543537585060202e-06,0.0,0.0,1.0
-119.823695145024,39.4029543539043,1699.9962158203125,mix,rain,1.542743609686362e-05,5.161530683624749e-05,0.9999329572570669,0.0,1.0,0.0
-119.749518219741,38.9503569124692,1446.9903564453125,rain,snow,0.814382531437904,0.08067983862471233,0.10493762993738369,0.0,0.0,1.0
-119.997440135243,38.8523268965432,1980.7945556640625,snow,snow,0.9916864264585076,0.0,0.008313573541492524,1.0,0.0,0.0
-120.4254077,39.6471023,1499.6859130859375,rain,rain,0.0030406677856913266,0.00039524795063369437,0.9965640842636749,0.0,0.0,1.0
-119.885056637431,39.5322077350457,1516.285888671875,rain,snow,0.531699945899088,0.24986577606276048,0.21843427803815155,0.0,0.0,1.0
-119.99650072332,38.870481952429,1950.8565673828125,snow,snow,0.9955547373468975,0.0,0.004445262653102543,1.0,0.0,0.0
-119.962846213398,39.2474005196451,1922.8812255859375,snow,snow,0.9982248669611647,0.0,0.001775133038835149,1.0,0.0,0.0
