n_points,n_eval,accuracy,macro_f1,multiclass_logloss,hour_utc
52,52,0.7884615384615384,0.7091420534458509,0.8866540120047163,2024-12-14 19:00:00+00:00
31,31,0.8064516129032258,0.7623931623931623,1.5165879017923587,2024-12-14 20:00:00+00:00
22,22,0.7272727272727273,0.3137254901960784,5.646025333638182,2024-12-14 21:00:00+00:00
11,11,0.6363636363636364,0.4603174603174603,3.832437488494836,2024-12-14 22:00:00+00:00
7,7,0.5714285714285714,0.35555555555555557,0.6961782349815241,2024-12-14 23:00:00+00:00
19,19,0.8947368421052632,0.6132478632478633,2.111125357493245,2024-12-15 00:00:00+00:00
6,6,0.6666666666666666,0.26666666666666666,1.0847199258500606,2024-12-15 01:00:00+00:00
22,22,0.7727272727272727,0.5573192239858906,2.5572970151065326,2024-12-16 16:00:00+00:00
39,39,0.6666666666666666,0.5671871987661462,2.094789245036235,2024-12-16 17:00:00+00:00
34,34,0.5,0.48304093567251466,4.621529239527958,2024-12-16 18:00:00+00:00
20,20,0.65,0.43047619047619046,4.224153126987629,2024-12-16 19:00:00+00:00
30,30,0.7333333333333333,0.7246498599439777,1.8430781034400538,2024-12-16 20:00:00+00:00
22,22,0.6363636363636364,0.2745098039215686,3.921493412012838,2024-12-16 21:00:00+00:00
11,11,0.8181818181818182,0.3,3.520110419850452,2024-12-16 22:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-16 23:00:00+00:00
4,4,0.75,0.2857142857142857,9.111958584089608,2024-12-21 17:00:00+00:00
22,22,0.6363636363636364,0.26666666666666666,2.962935853830264,2024-12-21 18:00:00+00:00
8,8,0.5,0.2222222222222222,9.44951672222279,2024-12-21 19:00:00+00:00
9,9,0.8888888888888888,0.3137254901960784,4.009869950640817,2024-12-21 20:00:00+00:00
16,16,0.6875,0.2716049382716049,7.209300733710927,2024-12-21 21:00:00+00:00
19,19,0.7368421052631579,0.2828282828282828,2.4756538488472675,2024-12-21 22:00:00+00:00
8,8,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-22 01:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-22 07:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-22 08:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-22 10:00:00+00:00
12,12,0.75,0.48214285714285715,4.546322332844402,2024-12-22 14:00:00+00:00
8,8,1.0,0.6666666666666666,0.0418394246276011,2024-12-22 15:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-23 03:00:00+00:00
7,7,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-23 04:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-23 05:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-24 13:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-24 14:00:00+00:00
25,25,0.6,0.25,4.111211838513626,2024-12-24 15:00:00+00:00
29,29,0.3448275862068966,0.2962962962962963,3.3836755031115406,2024-12-24 16:00:00+00:00
42,42,0.8809523809523809,0.5824561403508772,1.080009522387002,2024-12-24 17:00:00+00:00
11,11,0.5454545454545454,0.23529411764705885,0.7562896338635391,2024-12-24 18:00:00+00:00
10,10,0.7,0.2745098039215686,7.644010726602199,2024-12-24 19:00:00+00:00
9,9,0.4444444444444444,0.2962962962962963,2.0031203861855906,2024-12-24 20:00:00+00:00
4,4,0.0,0.0,22.958332472536824,2024-12-24 21:00:00+00:00
16,16,0.5625,0.407843137254902,1.1500069843669385,2024-12-24 22:00:00+00:00
24,24,0.625,0.6336032388663967,1.2926320205903872,2024-12-24 23:00:00+00:00
19,19,0.8947368421052632,0.3148148148148148,3.8053353979241984,2024-12-25 00:00:00+00:00
5,5,0.8,0.2962962962962963,7.249822872348358,2024-12-25 01:00:00+00:00
4,4,0.75,0.2857142857142857,9.015629213919393,2024-12-25 02:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-25 03:00:00+00:00
5,5,0.8,0.2962962962962963,7.386916511204793,2024-12-26 15:00:00+00:00
7,7,0.14285714285714285,0.08333333333333333,7.206493414900465,2024-12-26 16:00:00+00:00
12,12,0.5,0.3717948717948718,0.9472064791784917,2024-12-26 17:00:00+00:00
13,13,0.7692307692307693,0.5341880341880342,3.141630425851214,2024-12-26 18:00:00+00:00
12,12,0.6666666666666666,0.44047619047619047,3.694224493635206,2024-12-26 19:00:00+00:00
10,10,0.4,0.3386243386243386,1.646430240045515,2024-12-26 20:00:00+00:00
4,4,0.0,0.0,19.708797235956297,2024-12-26 22:00:00+00:00
8,8,0.5,0.26666666666666666,5.34602527889952,2024-12-26 23:00:00+00:00
4,4,0.5,0.2222222222222222,0.8227340991567261,2024-12-27 00:00:00+00:00
4,4,0.0,0.0,18.729226748524212,2024-12-27 01:00:00+00:00
5,5,0.6,0.25,8.57151109618041,2024-12-27 02:00:00+00:00
4,4,0.75,0.2857142857142857,9.274322395495846,2024-12-27 03:00:00+00:00
5,5,0.8,0.2962962962962963,7.274249392620405,2024-12-27 04:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-27 05:00:00+00:00
4,4,0.5,0.2222222222222222,1.2861157493917628,2024-12-27 06:00:00+00:00
3,3,0.0,0.0,13.205498378700767,2024-12-27 07:00:00+00:00
5,5,0.4,0.26666666666666666,14.82492873760107,2024-12-27 08:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-28 15:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-28 16:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2024-12-28 20:00:00+00:00
22,22,0.6818181818181818,0.5783475783475783,2.950344796759845,2024-12-29 15:00:00+00:00
29,29,0.7586206896551724,0.6723646723646723,1.7568766258307804,2024-12-29 16:00:00+00:00
21,21,0.8095238095238095,0.5343915343915344,2.0547089920682557,2024-12-29 17:00:00+00:00
24,24,0.9583333333333334,0.326241134751773,1.5278661348110367,2024-12-29 18:00:00+00:00
20,20,0.85,0.30630630630630634,3.7876365937686884,2024-12-29 19:00:00+00:00
15,15,0.7333333333333333,0.31884057971014496,2.8821237296261155,2024-12-29 20:00:00+00:00
24,24,0.6666666666666666,0.5049019607843137,1.676650593090628,2024-12-29 21:00:00+00:00
22,22,0.6818181818181818,0.47252747252747246,2.3625526305874684,2024-12-29 22:00:00+00:00
19,19,0.5789473684210527,0.418859649122807,4.444048767390605,2024-12-29 23:00:00+00:00
6,6,0.3333333333333333,0.16666666666666666,7.219270239547634,2024-12-30 00:00:00+00:00
3,3,0.0,0.0,13.306050916846722,2024-12-30 01:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-01 20:00:00+00:00
6,6,0.6666666666666666,0.4444444444444444,0.5248892321822018,2025-01-03 17:00:00+00:00
8,8,0.75,0.5833333333333334,5.176317518352475,2025-01-03 18:00:00+00:00
19,19,0.8947368421052632,0.6190476190476191,2.0625482204230754,2025-01-03 19:00:00+00:00
22,22,0.6363636363636364,0.5090909090909091,2.8375532602256466,2025-01-03 20:00:00+00:00
24,24,0.7083333333333334,0.6851851851851851,0.6329647669314783,2025-01-03 21:00:00+00:00
29,29,0.7241379310344828,0.5027173913043478,1.7042523154855511,2025-01-03 22:00:00+00:00
48,48,0.7916666666666666,0.5479555304315055,2.2581744441052827,2025-01-03 23:00:00+00:00
22,22,0.5,0.4555555555555555,1.7090277067224766,2025-01-04 00:00:00+00:00
4,4,0.75,0.2857142857142857,9.055014103233328,2025-01-04 03:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-04 04:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.128278268613395,2025-01-04 05:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-06 13:00:00+00:00
15,15,0.9333333333333333,0.3218390804597701,2.417417762617053,2025-01-06 14:00:00+00:00
16,16,0.5625,0.3376623376623377,6.004873130973591,2025-01-06 15:00:00+00:00
7,7,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-07 00:00:00+00:00
14,14,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-07 01:00:00+00:00
5,5,0.0,0.0,9.138565544486033,2025-01-07 02:00:00+00:00
11,11,0.45454545454545453,0.3333333333333333,4.692474591335293,2025-01-07 03:00:00+00:00
5,5,0.6,0.25,7.387442087262936,2025-01-07 04:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-25 16:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-25 18:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-25 19:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-25 21:00:00+00:00
5,5,0.8,0.2962962962962963,7.21441485752518,2025-01-25 22:00:00+00:00
40,40,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-25 23:00:00+00:00
30,30,0.8666666666666667,0.30952380952380953,2.5819138413603975,2025-01-26 00:00:00+00:00
20,20,0.65,0.2888888888888889,4.281105612170956,2025-01-26 01:00:00+00:00
14,14,0.8571428571428571,0.3076923076923077,5.158946484408285,2025-01-26 02:00:00+00:00
9,9,0.6666666666666666,0.26666666666666666,4.267039996752279,2025-01-26 03:00:00+00:00
4,4,0.75,0.2857142857142857,9.032594746955406,2025-01-26 04:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 05:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.099100543840981,2025-01-26 06:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 07:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 08:00:00+00:00
8,8,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 15:00:00+00:00
16,16,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 16:00:00+00:00
9,9,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 17:00:00+00:00
6,6,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 18:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 19:00:00+00:00
14,14,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 20:00:00+00:00
8,8,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 21:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.012533903727586,2025-01-26 22:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-26 23:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-27 00:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-01-27 01:00:00+00:00
12,12,0.8333333333333334,0.5185185185185185,3.149272991011383,2025-01-31 17:00:00+00:00
27,27,0.8148148148148148,0.5714285714285715,3.531580870467001,2025-01-31 18:00:00+00:00
34,34,0.7941176470588235,0.6670212765957446,2.86693590436823,2025-01-31 19:00:00+00:00
26,26,0.38461538461538464,0.3732057416267942,2.1601266327114605,2025-01-31 20:00:00+00:00
14,14,0.6428571428571429,0.39376218323586737,1.9712330819274502,2025-01-31 21:00:00+00:00
10,10,0.9,0.3157894736842105,3.7198656979256635,2025-01-31 22:00:00+00:00
19,19,0.8947368421052632,0.3148148148148148,0.29954517496997646,2025-01-31 23:00:00+00:00
23,23,0.782608695652174,0.7797385620915033,2.0697734746825622,2025-02-01 00:00:00+00:00
15,15,0.7333333333333333,0.3055555555555555,0.9021550467068692,2025-02-01 01:00:00+00:00
14,14,0.8571428571428571,0.3076923076923077,2.6837468330506513,2025-02-01 02:00:00+00:00
9,9,0.7777777777777778,0.2916666666666667,0.36216346388523246,2025-02-01 03:00:00+00:00
6,6,1.0,0.3333333333333333,2.2204460492503136e-16,2025-02-01 04:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-02-01 05:00:00+00:00
5,5,0.2,0.1111111111111111,3.1849397989511696,2025-02-01 06:00:00+00:00
3,3,0.0,0.0,13.094844578134742,2025-02-01 07:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-02-01 12:00:00+00:00
14,14,0.6428571428571429,0.2608695652173913,3.9181297530674546,2025-02-01 15:00:00+00:00
35,35,0.34285714285714286,0.3333333333333333,2.332877952115761,2025-02-01 16:00:00+00:00
29,29,0.7931034482758621,0.7117305458768873,1.6772793984620238,2025-02-01 17:00:00+00:00
20,20,0.9,0.3157894736842105,1.923321241283085,2025-02-01 18:00:00+00:00
25,25,0.76,0.31666666666666665,0.775462497680482,2025-02-01 19:00:00+00:00
17,17,0.8823529411764706,0.5761904761904763,2.2656950672239704,2025-02-01 20:00:00+00:00
16,16,0.5625,0.24,1.7525774179765274,2025-02-01 21:00:00+00:00
